,name,price,adress,unit_details,description,score,URL
20,"['', '3 Beds 2 Baths House']",['$550 / Month'],"['Kelowna, BC, V1X 1V1']","['Gaggin Rd, Kelowna, BC', 'Listed about a day ago', 'House', '3 beds · 2 baths', 'Central heating', 'In-unit laundry', 'Parking available', 'Unfurnished', 'Joined Facebook in 2016']",['Brand new renovation full house\nHwy 33 and Hwy 97 location close to old Costco\nBus routes 2 min walk\nFull rooms available or shared\nAll utilities and internet/wifi and full laundry available \nStudents or full-time employees welcome See less'],[],['https://www.facebook.com/marketplace/item/1840403506327450/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748482374988137182%22%2C%22mf_story_key%22%3A%226276981298986773%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6276981298986773%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A20%2C%5C%22ranking_signature%5C%22%3A832478203720237056%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0039318043247685%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226276981298986773%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
21,"['', 'Studio 1 Bath - House']",['$850 / Month'],"['Kelowna, BC, V1Y 6X9']","['736 Wilson Ave, Kelowna, BC', '450 square meters', 'Listed 6 hours ago', 'House', '1 bath', '450 square meters', 'Unfurnished', '1 month Lease', 'Joined Facebook in 2008']","['Bachelor suite/ studio for rent on Wilson Ave and Richter in DT Kelowna. Furnished or unfurnished. Your own private entrance and space, including huge private deck for the summer months. Month to month includes utilities and wireless internet. Suitable for a quiet individual, non-smoking, no drugs. \n\nRent is $850 + 1/2 month DD. See less']",[],['https://www.facebook.com/marketplace/item/1613985429038575/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748482374988137182%22%2C%22mf_story_key%22%3A%225902987539820320%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5902987539820320%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A21%2C%5C%22ranking_signature%5C%22%3A832478203720237056%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0034046406010853%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225902987539820320%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
22,"['', '2 Beds 1 Bath Apartment']","['$1,600 / Month']","['Kelowna, BC, V1Y 7M9']","['721 Trench Pl, Kelowna, BC', 'Listed 3 days ago · Available 2023/03/01', 'Apartment', '2 beds · 1 bath', 'Central AC', 'Central heating', 'In-unit laundry', 'Parking available', 'Unfurnished', 'Joined Facebook in 2008']","['2 bedroom ground level suite. All utilities included, shared laundry with upstairs tenants.\n\nRent Includes:\n• All utilities \n• Shared laundry\n• Parking\n• Shared yard + back patio\n• Convection oven + induction stove top\n\nThis suite is located right at the base of knox mountain with trails right at your doorstep, 2 blocks from the lake. Seriously the BEST summer location. There is a large apricot tree in the front yard that we share with the local deer, as well as grape vines covering the back deck.\n\nThis is a small space, and would be suitable for a single person or young couple. See less']",[],['https://www.facebook.com/marketplace/item/688875612947085/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748482374988137182%22%2C%22mf_story_key%22%3A%224343028899154155%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4343028899154155%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A22%2C%5C%22ranking_signature%5C%22%3A832478203720237056%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0032223863071522%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%224343028899154155%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
23,"['', '1 Bed 1 Bath - House']",['$720 / Month'],"['Kelowna, BC, V1Y 3W1']","['Highland Dr S, Kelowna, BC', '250 square meters', 'Listed 4 days ago · Available 2023/03/01', 'House', '1 bed · 1 bath', '250 square meters', 'Electric heating', 'Laundry in building', 'Parking available', 'Unfurnished', '1 month Lease', 'Balcony', 'Dishwasher', 'Patio', 'Oven', 'Microwave', 'Refrigerator', 'Joined Facebook in 2012']","['Fully- Furnished one bedroom for rent in the 1st level suite in Glenmore South & near Downtown area.\nCost: $720+utilities(on average $50/month, including electricity, natural gas and water) \nRoommates: male student in same level; full time young professionals in other level\n\nIncluding: high speed internet, Shared Laundry(Washer& Drawer)/Fridge/Stove/Dish washer/4 pc bathroom/Huge backyard, single bed&mattress, office desk and chair, lamp, and closet. Multiple entrance. \n\nLocation:  Bus route 30 mins to UBCO, 15 minutes by bus to Orchard park mall and DT. Two parks nearby, close to Apple Bowl. \n\nSmoke free home - no cigars, cigs, pipes, or vaping\n\nRoommates (have female and male tenants) are UBCO students, young professionals, clean and quiet. Reference/credit check are required. Prefer full-time students or young professionals. Serious inquiry only. Single occupancy only. \n\nWill try to arrange all visits in one days, as still have tenants live in those rooms currently. \n\nProcess: if interested please share a brief introduction about yourself. Then we can arrange a visit to the room, after that if still interested then proceed to fill an application form, then credit/ reference check before sign the lease. \n\nIf ads is on, then it’s available. Will not reply “ if it’s available” question. See less']",[],['https://www.facebook.com/marketplace/item/1367433950768630/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748482374988137182%22%2C%22mf_story_key%22%3A%225934594576624504%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5934594576624504%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A23%2C%5C%22ranking_signature%5C%22%3A832478203720237056%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030651538134481%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225934594576624504%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
24,"['', '1 Bed 1 Bath - Apartment']","['$1,400 / Month']","['Kelowna, BC, V1X 3J7']","['345 Dougall Rd S, Kelowna, BC', 'Dog and cat friendly', 'Listed 2 days ago · Available now', 'Elevator', 'Online Application', 'Apartment', '1 bed · 1 bath', 'AC available', 'Electric heating', 'In-unit laundry', 'Parking available', 'Unfurnished', '1 Year Lease', 'Balcony', 'Microwave', 'Oven', 'Refrigerator', 'Garbage Disposal', 'Joined Facebook in 2021']","[""Unik Town, the newest micro-suite building in Rutland, constructed in 2019. UniK Town is centrally located and only a 10-min walk to transit, shopping and recreation. This 306 sqft studio’s Feature includes 9 feet high ceiling, quartz stone counter-tops, high quality tiles, luxurious composite flooring, all new high-end kitchen appliances, pullout sofa Murphy bed, and a secured parking stall. This is also a Student apartments tailored for UBC Students. Located in the heart of the nearest lifestyle shopping area on UBC's Okanagan Campus(UBCO). IT IS AVAILABLE NOW! Pet friendly and asking for 1400+Electricity per month.   See less""]",[],['https://www.facebook.com/marketplace/item/738956194238930/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748482374988137182%22%2C%22mf_story_key%22%3A%228984555751584435%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8984555751584435%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A24%2C%5C%22ranking_signature%5C%22%3A832478203720237056%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030651518134481%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228984555751584435%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
25,"['', 'Studio for rent']","['$1,300 / Month']","['Kelowna, BC, V1X 2C6']","['Dougall Rd N, Kelowna, BC', 'Listed over a week ago', 'Apartment', '1 bath', 'Unfurnished', 'Joined Facebook in 2017']","['Studio 1 Bath - Apartment, water included, electricity and internet extra.\n\nDougall Rd N, Kelowna, BC V1X, Canada See less']","['Provided by Walk Score®︎', '78 out of 100', '49 out of 100', '79 out of 100', 'Provided by Walk Score®︎', 'Routes: 14 Black Mountain', 'Routes: 14 Black Mountain', 'Routes: 8 University / College']",['https://www.facebook.com/marketplace/item/425845936379883/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%225936012146423521%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5936012146423521%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A25%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278694594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225936012146423521%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
26,"['', '2 Beds 2 Baths - Apartment']","['$2,100 / Month']","['Kelowna, BC, V1Y 6V9']","['710 Stockwell Ave, Kelowna, BC', '1000 square meters', 'Dog and cat friendly', 'Listed over a week ago · Available 2023/03/01', 'Bike Parking', 'Elevator', 'Secured Entry', 'Apartment', '2 beds · 2 baths', '1000 square meters', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', '1 month Lease', 'Balcony', 'Dishwasher', 'Ceiling Fan', 'Microwave', 'Oven', 'Patio', 'Refrigerator', 'Joined Facebook in 2007']",['Available March 1.  Stunning fully furnished condo with all kitchen supplies.  3 blocks to beach.  Month to month Lease. Great for someone in transition or new to area.  There is no one year lease offered at this time.  Utility not included.  Pet friendly consideration. See less'],[],['https://www.facebook.com/marketplace/item/905917370761623/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%226064601946932019%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6064601946932019%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A26%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278669594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226064601946932019%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
27,"['', '1 Bed 1 Bath - House']",['$750 / Month'],['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', 'Laundry available', 'Parking available', 'Unfurnished', 'Kelowna, BC', 'Joined Facebook in 2017']","['1 private bedrooms Avialable in 7 bedroom house. There is a small gym in house. Alots of parking, near bus stop, hospital and downtown. See less']",[],['https://www.facebook.com/marketplace/item/411108637837556/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%226148139428553294%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6148139428553294%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A27%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278664594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226148139428553294%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
28,"['', '1 Bed 2 Baths - Townhouse']",['$675 / Month'],"['Kelowna, BC, V1Y 8M2']","['1675 Thayer Ct, Kelowna, BC', 'Listed 5 days ago · Available 2023/03/01', 'Townhouse', '1 bed · 2 baths', 'Central AC', 'Central heating', 'In-unit laundry', 'Parking available', 'Unfurnished', '1 Year Lease', 'Joined Facebook in 2007']","['2 brms available. 1 bedroom available Feb 1st $800 is the larger room. 1 bedroom avail March 1st $675 smaller room. Video interview required. No pets. This is a 3 bedroom townhome with 1 other roommate. She is clean, quiet, kind and keeps to herself. Please pm or call [hidden information]. Healthy people only thst are looking for change. Utilities included. See less']",[],['https://www.facebook.com/marketplace/item/721500186043337/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%226383568925004976%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6383568925004976%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A28%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278654594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226383568925004976%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
29,"['', 'House']",['$600 / Month'],['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago', 'House', '3 beds · 2 baths', 'Central AC', 'Gas heating', 'In-unit laundry', 'Parking available', 'Unfurnished', 'Kelowna, BC', 'Joined Facebook in 2011']",['Two bedrooms in sharing in a three bedroom house for rent ....shared living area and kitchen  ...near to bus stop and 10 minute drive to airport and UBC.. See less'],[],['https://www.facebook.com/marketplace/item/841096920486947/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%226139142699437270%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6139142699437270%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A29%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278644594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226139142699437270%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
30,"['', 'Studio 1 Bath Apartment']","['$1,400 / Month']","['Kelowna, BC, V1Y 0E5']","['925 Leon Ave, Kelowna, BC', 'Dog and cat friendly', 'Listed over a week ago · Available 2023/02/24', 'Apartment', '1 bath', 'AC available', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2007']","['This premium third floor studio apartment is available February 24th! This bright, clean condo is in one of the nicest locations of the building. Note that this condo is fully furnished and has both a sofa and a custom Murphy bed, along with a dining room table/chairs and plenty of creative storage options. \n\nWith quartz countertops, stainless steel appliances, washer/dryer combo, window coverings, vinyl plank flooring, and a parking spot in the garage, this cozy condo is ready to move in to! \n\nCambridge House is ideally located in downtown Kelowna on the corner of Leon and Ethel. Walk everywhere. Enjoy the social lounge with its grand fireplace, sofas, TV, foosball tables, and cardio gym. \n\nThe common area has a landscaped central courtyard, complimentary BBQ area, community herb garden and ping-pong tables. \n\nThis home is available anytime, looking for a long-term tenant with a one year term to start. One small pet is negotiable. \n\n- Available February 24th \n- $1400.00 plus utilities \n- Deluxe Murphy bed \n- Furnished \n- Air-conditioning (PTAC system in-suite) \n- Large Screen TV \n- In-suite laundry \n- Includes outdoor, covered parking space \n- Looking for long term tenant (12 month lease) \n\n*This property is marketed by a Licensed Property Manager on behalf of the owner.* \n See less']",[],['https://www.facebook.com/marketplace/item/620020676793531/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%229135808863103823%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9135808863103823%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A30%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0030278624594643%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229135808863103823%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
31,"['', '1 Bed 1 Bath Apartment']","['$1,850 / Month']","['Kelowna, BC, V1Y']","['660 Cawston Ave, Kelowna, BC', '600 square feet', 'Dog and cat friendly', 'Listed over a week ago · Available now', 'Apartment', '1 bed · 1 bath', '600 square feet', 'AC available', 'Heating available', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2007']","['Property details:\n-Available January 1st\n-$1850/month + Utilities\n-1 bedroom\n-5 appliances\n-Central location\n-Pet friendly upon approval\n-Comes with bike stall\n\nProperty description:\nRight in the heart of downtown Kelowna, this 82 unit artfully designed development on Cawston was built with sustainable building materials and high-quality finishing. This generously sized 1 bedroom unit boasts tile and quartz countertops and comes complete with all appliances including a washer and dryer. Enjoy the best of what the downtown core has to offer by living within walking distance to the lake, boardwalk, and all major amenities. \n\n**This property is advertised by a licensed property manager who is an agent for the owner.**\n\nFor more information or to arrange a viewing, please contact Chris by messaging through this listing. See less']",[],['https://www.facebook.com/marketplace/item/665914464992079/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748472685315771931%22%2C%22mf_story_key%22%3A%228763106760373928%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8763106760373928%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A31%2C%5C%22ranking_signature%5C%22%3A7566425159305789440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.002510135242773%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228763106760373928%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
