,name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
193,1 bed 1 bath apartment,1000,"kelowna, bc",Apartment/Condo,1,1,laundry in building,radiator heating,garage parking,ac available,Not specified,No pets,932
194,private room for rent,750,"kelowna, bc, v1y 5v3",House,3,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
195,1 bed 1 bath house,1700,"kelowna, bc, v1p 1n9",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,cat friendly,1200
196,2 beds 1 bath house,1700,"kelowna, bc",House,2,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1000
197,private room for rent,900,"kelowna, bc, v1y 6j9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
198,1 bed 1 bath apartment,825,"kelowna, bc, v1v 3c8",Apartment/Condo,1,1,in-unit laundry,central heating,Not specified,central ac,Not specified,No pets,932
199,1 bed 1 bath house,900,"west kelowna, bc, v1z 1b8",House,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,1200
200,3 beds 1 bath house,2600,"kelowna, bc, v1x 2e2",House,3,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200
201,2 beds 1 bath apartment,1700,"west kelowna, bc, v1z",Apartment/Condo,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,932
202,1 bed 1 bath house,1600,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,950
203,3 beds 3 baths house,4200,"kelowna, bc, v1v",House,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2046
204,1 bed 1 bath house,1200,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
205,private room for rent,750,"kelowna, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,cat friendly,1200
206,7 beds 3 baths house,6000,"kelowna, bc, v1x 2j5",House,7,3,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,3200
207,2 beds 2 baths house,1185,"kelowna, bc, v1y 2x2",House,2,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog friendly,1000
208,1 bed 1 bath house,1550,"west kelowna, bc, v1z 2k6",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,630
209,2 beds 1 bath house,1500,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
210,2 bedroom,1850,"kelowna, bc, v1x 5k3",Room,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1100
211,4 beds 2 5 baths house,4000,"kelowna, bc, v1v 2n9",House,4,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1200
212,5 beds 3 baths house,3500,"central okanagan, bc, v0h",House,5,3,in-unit laundry,central heating,Not specified,Not specified,unfurnished,dog and cat friendly,3300
213,1 bed 1 bath townhouse,1200,"lake country, bc, v4v 0a8",Townhouse,1,1,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1371
214,1 bed 1 bath house,825,"kelowna, bc, v1w 1e6",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1650
215,2 beds 2 baths apartment,2325,"kelowna, bc, v1w 4r6",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,1200
216,1 bdrm den condo,1900,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
217,2 beds 1 bath apartment,2300,"kelowna, bc",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,932
218,1 bed 1 bath house,1550,"kelowna, bc, v1v",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
219,2 beds 1 bath house,1700,"kelowna, bc, v1x 7m6",House,2,1,laundry available,central heating,parking available,central ac,Not specified,dog and cat friendly,1200
220,3 beds 2 baths house,2800,"kelowna, bc",House,3,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,dog and cat friendly,1350
221,3 beds 2 baths house,3000,"lake country, bc, v4v 1g6",House,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1200
222,4 beds 3 baths townhouse,3250,"lake country, bc, v4v 0a8",Townhouse,4,3,laundry available,gas heating,garage parking,central ac,Not specified,dog and cat friendly,1625
223,3 beds 3 baths house,3950,"kelowna, bc",House,3,3,Not specified,gas heating,garage parking,central ac,unfurnished,dog friendly,1200
224,2 beds 1 bath apartment,2600,"kelowna, bc, v1y 1y9",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,cat friendly,1000
225,3 beds 1 bath house,2750,"lake country, bc",House,3,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200
226,studio 1 bath house,500,"kelowna, bc",House,1,1,Not specified,central heating,garage parking,Not specified,Not specified,No pets,1200
227,2 beds 1 bath flat,1600,"okanagan-similkameen, bc, v0h 1r2",Apartment/Condo,2,1,laundry in building,electric heating,parking available,ac available,unfurnished,No pets,932
228,3 beds 2 5 baths house,2750,"west kelowna, bc",House,3,2,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,2200
229,2 beds 1 bath house,2000,"lake country, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,950
230,3 beds 2 baths house,2700,"kelowna, bc, v1x 2p2",House,3,2,laundry available,heating available,parking available,ac available,unfurnished,No pets,1300
231,2 beds 1 bath house,900,"kelowna, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
232,2 beds 2 baths apartment,1950,"kelowna, bc, v1x 8c1",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,932
233,2 beds 2 baths apartment,3000,"kelowna, bc, v1y 2e4",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,ac available,Not specified,dog and cat friendly,932
234,4 beds 3 baths house,5500,"kelowna, bc, v1p 1a1",House,4,3,laundry in building,central heating,garage parking,central ac,Not specified,dog and cat friendly,2928
235,3 beds 3 baths townhouse,3500,"kelowna, bc, v1y 2r6",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371
236,1 bed 1 bath apartment,1450,"kelowna, bc, v1x 7p8",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,932
237,2 beds 1 bath apartment,875,"kelowna, bc, v1y",Apartment/Condo,2,1,Not specified,central heating,Not specified,central ac,unfurnished,No pets,932
238,2 beds 1 bath house,1850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1000
239,1 bed 1 bath townhouse,1600,"kelowna, bc, v1x 3a1",Townhouse,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
240,2 beds 2 baths apartment,1350,"lake country, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,1160
241,2 beds 1 bath house,2200,"kelowna, bc, v1v 3c7",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
242,3 beds 2 5 baths house,3000,"kelowna, bc, v1y 5y3",House,3,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1500
243,3 beds 2 baths house,2900,"kelowna, bc, v1x 2c6",House,3,2,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1200
244,2 beds 1 bath house,1600,"vernon, bc, v1t",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1000
245,3 beds 2 baths apartment,2200,"west kelowna, bc, v4t 1x5",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1177
246,2 beds 1 bath house,1400,"kelowna, bc, v1x 3j1",House,2,1,Not specified,gas heating,parking available,central ac,unfurnished,No pets,1100
247,1 bed 2 baths townhouse,2500,"kelowna, bc",Townhouse,1,2,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,950
248,1 bed 1 bath apartment,1750,"west kelowna, bc, v1z 4b6",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,cat friendly,932
249,2 beds 2 baths apartment,1080,"kelowna, bc, v1w 5n5",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,ac available,unfurnished,No pets,932
250,1 bed 1 bath apartment,2100,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,606
251,1 bed 1 bath house,1350,"vernon, bc, v1h 1a2",House,1,1,laundry available,Not specified,parking available,Not specified,Not specified,No pets,1200
252,2 beds 1 bath house,2200,"kelowna, bc",House,2,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,No pets,1200
253,2 beds 1 bath apartment,1550,"vernon, bc",Apartment/Condo,2,1,in-unit laundry,electric heating,parking available,central ac,Not specified,No pets,900
254,2 beds 1 bath townhouse,2300,"kelowna, bc",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
255,3 beds 2 baths apartment,3000,"kelowna, bc, v1y 6p7",Apartment/Condo,3,2,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1350
256,3 beds 2 baths house,2400,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
257,2 beds 1 bath house,1150,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,950
258,3 beds 2 baths house,2700,"kelowna, bc, v1x 3r8",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1200
259,2 beds 2 baths apartment,1150,"kelowna, bc, v1y 9w7",Apartment/Condo,2,2,in-unit laundry,heating available,Not specified,ac available,unfurnished,No pets,932
260,private room for rent,825,"kelowna, bc, v1x 5c6",House,3,1,Not specified,central heating,Not specified,Not specified,unfurnished,No pets,1200
261,2 beds 2 baths house,2400,"kelowna, bc",House,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
262,2 beds 1 bath house,2250,"west kelowna, bc, v1z 1n1",House,2,1,laundry in building,gas heating,street parking,ac available,unfurnished,dog friendly,1200
263,3 beds 2 baths house,2200,"west kelowna, bc, v4t 2c8",House,3,2,in-unit laundry,heating available,street parking,ac available,unfurnished,dog and cat friendly,1200
264,room for rent,650,"vernon, bc, v1t 1y3",House,3,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
265,2 beds 2 baths apartment,2200,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,932
266,3 beds 2 baths house,3000,"kelowna, bc, v1p 1l9",House,3,2,Not specified,central heating,parking available,Not specified,unfurnished,No pets,1200
267,private room for rent,1150,"kelowna, bc, v1y 5g6",House,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
268,2 beds 2 baths apartment,1800,"west kelowna, bc, v4t 3j4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,1000
269,4 beds 4 baths house,5000,"west kelowna, bc, v4t 3j1",House,4,4,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,3700
270,3 beds 1 bath house,2500,"kelowna, bc",House,3,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200
271,2 beds 1 bath house,2300,"kelowna, bc, v1x 3n7",House,2,1,in-unit laundry,gas heating,garage parking,ac available,Not specified,dog and cat friendly,1200
272,1 bed 1 bath house,1100,"kelowna, bc, v1x 4e8",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
273,4 beds 2 baths house,3600,"kelowna, bc, v1w 5g7",House,4,2,laundry available,central heating,garage parking,central ac,unfurnished,No pets,2770
274,3 bedrrom 1 bathroom,2600,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1000
275,3 beds 1 bath townhouse,2700,"kelowna, bc, v1y 2t2",Townhouse,3,1,laundry in building,central heating,parking available,Not specified,Not specified,No pets,1371
276,4 beds 3 baths house,3200,"vernon, bc, v1b 0a2",House,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,2669
277,1 bed 1 bath apartment,1000,"kelowna, bc, v1v 3e4",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
278,3 beds 1 bath house,800,"kelowna, bc",House,3,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
279,1 bed 1 bath house,1600,"kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
280,1 bed 1 bath apartment,900,"kelowna, bc, v1y",Apartment/Condo,1,1,laundry in building,gas heating,street parking,central ac,Not specified,No pets,932
281,1 bed 1 bath house,1800,"kelowna, bc, v1v",House,1,1,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1200
282,2 beds 1 bath house,1900,"kelowna, bc, v1y 3e7",House,2,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200
283,6 beds 4 baths house,3950,"west kelowna, bc, v4t 1j6",House,6,4,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2700
284,1 bed 1 bath house,1550,"west kelowna, bc, v1z",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1000
285,3 beds 2 baths house,2500,"vernon, bc",House,3,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1400
286,1 bed 1 bath house,1400,"west kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,ac available,unfurnished,dog and cat friendly,1000
287,luxury brand new basement suite walk out  2beds 1bath,2100,"kelowna, bc, v1p",House,2,1,in-unit laundry,Not specified,parking available,central ac,unfurnished,No pets,1200
288,3 beds 1 5 baths house,2995,"kelowna, bc, v1w 1e5",House,3,1,in-unit laundry,heating available,parking available,Not specified,Not specified,dog and cat friendly,1425
289,2 beds 2 baths apartment,2100,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,885
290,private room for rent,750,"west kelowna, bc",House,2,1,Not specified,central heating,parking available,central ac,furnished,cat friendly,1200
291,1 bed 1 bath house,900,"kelowna, bc, v1y 7x3",House,1,1,in-unit laundry,electric heating,street parking,ac available,Not specified,No pets,1000
292,3 beds 2 baths house,3500,"kelowna, bc, v1p 1n6",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,2100
293,2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9z4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,900
294,1 bed 1 bath townhouse,1200,"kelowna, bc",Townhouse,1,1,laundry in building,central heating,garage parking,central ac,furnished,No pets,1371
295,2 beds 1 bath house,1700,"west kelowna, bc",House,2,1,laundry in building,Not specified,parking available,central ac,unfurnished,No pets,1100
296,2 beds 1 bath house,1900,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1200
297,3 beds 2 baths apartment,2450,"west kelowna, bc, v4t 1p5",Apartment/Condo,3,2,in-unit laundry,electric heating,parking available,ac available,Not specified,dog and cat friendly,1127
