name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
1 bed 1 bath house,900,"west kelowna, bc, v1z 1b8",House,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,1200
3 beds 1 bath house,2600,"kelowna, bc, v1x 2e2",House,3,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200
2 beds 1 bath apartment,1700,"west kelowna, bc, v1z",Apartment/Condo,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,910
1 bed 1 bath house,1600,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,950
3 beds 3 baths house,4200,"kelowna, bc, v1v",House,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2046
1 bed 1 bath house,1200,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
private room for rent,750,"kelowna, bc",Room,1,1,laundry in building,central heating,street parking,central ac,furnished,cat friendly,150
7 beds 3 baths house,6000,"kelowna, bc, v1x 2j5",House,7,3,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,3200
2 beds 2 baths house,1185,"kelowna, bc, v1y 2x2",House,2,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog friendly,1000
1 bed 1 bath house,1550,"west kelowna, bc, v1z 2k6",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,630
2 beds 1 bath house,1500,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
2 bedroom,1850,"kelowna, bc, v1x 5k3",Apartment/Condo,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1100
4 beds 2 5 baths house,4000,"kelowna, bc, v1v 2n9",House,4,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1200
5 beds 3 baths house,3500,"central okanagan, bc, v0h",House,5,3,in-unit laundry,central heating,Not specified,Not specified,unfurnished,dog and cat friendly,3300
1 bed 1 bath townhouse,1200,"lake country, bc, v4v 0a8",Townhouse,1,1,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1371
1 bed 1 bath house,825,"kelowna, bc, v1w 1e6",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1650
2 beds 2 baths apartment,2325,"kelowna, bc, v1w 4r6",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,1200
1 bdrm den condo,1900,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
2 beds 1 bath apartment,2300,"kelowna, bc",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,910
1 bed 1 bath house,1550,"kelowna, bc, v1v",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
2 beds 1 bath house,1700,"kelowna, bc, v1x 7m6",House,2,1,laundry available,central heating,parking available,central ac,Not specified,dog and cat friendly,1200
3 beds 2 baths house,2800,"kelowna, bc",House,3,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,dog and cat friendly,1350
3 beds 2 baths house,3000,"lake country, bc, v4v 1g6",House,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1200
4 beds 3 baths townhouse,3250,"lake country, bc, v4v 0a8",Townhouse,4,3,laundry available,gas heating,garage parking,central ac,Not specified,dog and cat friendly,1625
3 beds 3 baths house,3950,"kelowna, bc",House,3,3,Not specified,gas heating,garage parking,central ac,unfurnished,dog friendly,1200
2 beds 1 bath apartment,2600,"kelowna, bc, v1y 1y9",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,cat friendly,1000
3 beds 1 bath house,2750,"lake country, bc",House,3,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200
studio 1 bath house,500,"kelowna, bc",House,1,1,Not specified,central heating,garage parking,Not specified,Not specified,No pets,1200
2 beds 1 bath flat,1600,"okanagan-similkameen, bc, v0h 1r2",Apartment/Condo,2,1,laundry in building,electric heating,parking available,ac available,unfurnished,No pets,910
3 beds 2 5 baths house,2750,"west kelowna, bc",House,3,2,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,2200
2 beds 1 bath house,2000,"lake country, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,950
3 beds 2 baths house,2700,"kelowna, bc, v1x 2p2",House,3,2,laundry available,heating available,parking available,ac available,unfurnished,No pets,1300
2 beds 1 bath house,900,"kelowna, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 2 baths apartment,1950,"kelowna, bc, v1x 8c1",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,910
2 beds 2 baths apartment,3000,"kelowna, bc, v1y 2e4",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,ac available,Not specified,dog and cat friendly,910
4 beds 3 baths house,5500,"kelowna, bc, v1p 1a1",House,4,3,laundry in building,central heating,garage parking,central ac,Not specified,dog and cat friendly,2928
3 beds 3 baths townhouse,3500,"kelowna, bc, v1y 2r6",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371
1 bed 1 bath apartment,1450,"kelowna, bc, v1x 7p8",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,910
2 beds 1 bath apartment,875,"kelowna, bc, v1y",Apartment/Condo,2,1,Not specified,central heating,Not specified,central ac,unfurnished,No pets,910
2 beds 1 bath house,1850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1000
1 bed 1 bath townhouse,1600,"kelowna, bc, v1x 3a1",Townhouse,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
2 beds 2 baths apartment,1350,"lake country, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,1160
2 beds 1 bath house,2200,"kelowna, bc, v1v 3c7",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
3 beds 2 5 baths house,3000,"kelowna, bc, v1y 5y3",House,3,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1500
3 beds 2 baths house,2900,"kelowna, bc, v1x 2c6",House,3,2,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1200
2 beds 1 bath house,1600,"vernon, bc, v1t",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1000
3 beds 2 baths apartment,2200,"west kelowna, bc, v4t 1x5",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1177
2 beds 1 bath house,1400,"kelowna, bc, v1x 3j1",House,2,1,Not specified,gas heating,parking available,central ac,unfurnished,No pets,1100
1 bed 2 baths townhouse,2500,"kelowna, bc",Townhouse,1,2,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,950
1 bed 1 bath apartment,1750,"west kelowna, bc, v1z 4b6",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,cat friendly,910
2 beds 2 baths apartment,1080,"kelowna, bc, v1w 5n5",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,ac available,unfurnished,No pets,910
1 bed 1 bath apartment,2100,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,606
1 bed 1 bath house,1350,"vernon, bc, v1h 1a2",House,1,1,laundry available,Not specified,parking available,Not specified,Not specified,No pets,1200
2 beds 1 bath house,2200,"kelowna, bc",House,2,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,No pets,1200
2 beds 1 bath apartment,1550,"vernon, bc",Apartment/Condo,2,1,in-unit laundry,electric heating,parking available,central ac,Not specified,No pets,900
2 beds 1 bath townhouse,2300,"kelowna, bc",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
3 beds 2 baths apartment,3000,"kelowna, bc, v1y 6p7",Apartment/Condo,3,2,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1350
3 beds 2 baths house,2400,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 1 bath house,1150,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,950
3 beds 2 baths house,2700,"kelowna, bc, v1x 3r8",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1200
2 beds 2 baths apartment,1150,"kelowna, bc, v1y 9w7",Apartment/Condo,2,2,in-unit laundry,heating available,Not specified,ac available,unfurnished,No pets,910
private room for rent,825,"kelowna, bc, v1x 5c6",Room,1,1,Not specified,central heating,Not specified,Not specified,unfurnished,No pets,150
2 beds 2 baths house,2400,"kelowna, bc",House,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 1 bath house,2250,"west kelowna, bc, v1z 1n1",House,2,1,laundry in building,gas heating,street parking,ac available,unfurnished,dog friendly,1200
3 beds 2 baths house,2200,"west kelowna, bc, v4t 2c8",House,3,2,in-unit laundry,heating available,street parking,ac available,unfurnished,dog and cat friendly,1200
room for rent,650,"vernon, bc, v1t 1y3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
2 beds 2 baths apartment,2200,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,910
3 beds 2 baths house,3000,"kelowna, bc, v1p 1l9",House,3,2,Not specified,central heating,parking available,Not specified,unfurnished,No pets,1200
private room for rent,1150,"kelowna, bc, v1y 5g6",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150
2 beds 2 baths apartment,1800,"west kelowna, bc, v4t 3j4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,1000
4 beds 4 baths house,5000,"west kelowna, bc, v4t 3j1",House,4,4,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,3700
3 beds 1 bath house,2500,"kelowna, bc",House,3,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 1 bath house,2300,"kelowna, bc, v1x 3n7",House,2,1,in-unit laundry,gas heating,garage parking,ac available,Not specified,dog and cat friendly,1200
1 bed 1 bath house,1100,"kelowna, bc, v1x 4e8",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
4 beds 2 baths house,3600,"kelowna, bc, v1w 5g7",House,4,2,laundry available,central heating,garage parking,central ac,unfurnished,No pets,2770
3 bedrrom 1 bathroom,2600,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1000
3 beds 1 bath townhouse,2700,"kelowna, bc, v1y 2t2",Townhouse,3,1,laundry in building,central heating,parking available,Not specified,Not specified,No pets,1371
4 beds 3 baths house,3200,"vernon, bc, v1b 0a2",House,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,2669
1 bed 1 bath apartment,1000,"kelowna, bc, v1v 3e4",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
3 beds 1 bath house,800,"kelowna, bc",House,3,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
1 bed 1 bath house,1600,"kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath apartment,900,"kelowna, bc, v1y",Apartment/Condo,1,1,laundry in building,gas heating,street parking,central ac,Not specified,No pets,910
1 bed 1 bath house,1800,"kelowna, bc, v1v",House,1,1,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1200
2 beds 1 bath house,1900,"kelowna, bc, v1y 3e7",House,2,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200
6 beds 4 baths house,3950,"west kelowna, bc, v4t 1j6",House,6,4,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2700
1 bed 1 bath house,1550,"west kelowna, bc, v1z",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1000
3 beds 2 baths house,2500,"vernon, bc",House,3,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1400
1 bed 1 bath house,1400,"west kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,ac available,unfurnished,dog and cat friendly,1000
luxury brand new basement suite walk out  2beds 1bath,2100,"kelowna, bc, v1p",House,2,1,in-unit laundry,Not specified,parking available,central ac,unfurnished,No pets,1200
3 beds 1 5 baths house,2995,"kelowna, bc, v1w 1e5",House,3,1,in-unit laundry,heating available,parking available,Not specified,Not specified,dog and cat friendly,1425
2 beds 2 baths apartment,2100,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,885
private room for rent,750,"west kelowna, bc",Room,1,1,Not specified,central heating,parking available,central ac,furnished,cat friendly,150
1 bed 1 bath house,900,"kelowna, bc, v1y 7x3",House,1,1,in-unit laundry,electric heating,street parking,ac available,Not specified,No pets,1000
3 beds 2 baths house,3500,"kelowna, bc, v1p 1n6",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,2100
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9z4",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,900
1 bed 1 bath townhouse,1200,"kelowna, bc",Townhouse,1,1,laundry in building,central heating,garage parking,central ac,furnished,No pets,1371
2 beds 1 bath house,1700,"west kelowna, bc",House,2,1,laundry in building,Not specified,parking available,central ac,unfurnished,No pets,1100
2 beds 1 bath house,1900,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1200
3 beds 2 baths apartment,2450,"west kelowna, bc, v4t 1p5",Apartment/Condo,3,2,in-unit laundry,electric heating,parking available,ac available,Not specified,dog and cat friendly,1127
1 bed 1 bath house,1100,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700
5 beds 2 5 baths house,4000,"kelowna, bc, v1y 2z3",House,5,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
3 bed 2 bath upper suite  glenmore,2800,"kelowna, bc, v1v 1v2",House,3,2,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,1300
1 bed 1 bath house,788,"vernon, bc, v1t 7p9",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200
2 beds 1 bath house,2000,"kelowna, bc, v1w 4y2",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
2 beds 1 bath apartment,1595,"penticton, bc",Apartment/Condo,2,1,laundry in building,Not specified,parking available,Not specified,unfurnished,dog and cat friendly,910
1 bed 1 bath house,1500,"west kelowna, bc, v4t 3m6",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
private room for rent,570,"west kelowna, bc, v4t",Room,1,1,in-unit laundry,gas heating,Not specified,ac available,unfurnished,cat friendly,150
